ID Rejsu,ID Okrętu,Nazwa Okrętu,Miejsce Zdarzenia,Rodzaj Zdarzenia,Uszkodzenia
19828,2778,Czerwony Łosoś,O14,Smok,40%
19828,2778,Czerwony Łosoś,P13,Góra lodowa,7%
19828,2778,Czerwony Łosoś,P12,Góra lodowa,10%
19829,2887,Barwny Szprot,P8,Piraci,0%
19829,2887,Barwny Szprot,P8,Harpie,0%
19829,2887,Barwny Szprot,Q5,Piraci,30%
19830,2884,Purpurowy Węgorz,I13,Góra lodowa,30%
19830,2884,Purpurowy Węgorz,H12,Sztorm,0%
19830,2884,Purpurowy Węgorz,H11,Rekiny,0%
19830,2884,Purpurowy Węgorz,F8,Kraken,5%
19830,2884,Purpurowy Węgorz,F8,Rekiny,0%
19830,2884,Purpurowy Węgorz,G9,Kraken,30%
19830,2884,Purpurowy Węgorz,G10,Kraken,20%
19830,2884,Purpurowy Węgorz,H11,Kraken,10%
19830,2884,Purpurowy Węgorz,H12,Harpie,0%
19831,2678,Biały Okoń,J12,Góra lodowa,10%
19831,2678,Biały Okoń,I9,Mielizna,25%
19831,2678,Biały Okoń,I9,Ogień,25%
19831,2678,Biały Okoń,H6,Sztorm,0%
19832,2849,Tęczowy Tuńczyk,Q6,Kraken,30%
19832,2849,Tęczowy Tuńczyk,Q4,Harpie,10%
19833,2896,Brunatny Jesiotr,P4,Mielizna,10%
19833,2896,Brunatny Jesiotr,P4,Sztorm,0%
19833,2896,Brunatny Jesiotr,O7,Rekiny,15%
19834,2833,Złoty Łosoś,E1,Syreny,0%
19834,2833,Złoty Łosoś,E2,Sztorm,25%
19834,2833,Złoty Łosoś,G3,Sztorm,0%
19836,2899,Tęczowy Sandacz,J4,Kraken,10%
19836,2899,Tęczowy Sandacz,O2,Harpie,0%
19837,2898,Purpurowy Morszczuk,I3,Mielizna,10%
19837,2898,Purpurowy Morszczuk,J2,Sztorm,0%
19838,2555,Niebieski Śledź,O13,Rekiny,0%
19838,2555,Niebieski Śledź,N13,Rekiny,4%
19838,2555,Niebieski Śledź,M13,Piraci,0%
19838,2555,Niebieski Śledź,M13,Syreny,27%
19838,2555,Niebieski Śledź,M13,Sztorm,4%
19838,2555,Niebieski Śledź,K14,Mielizna,24%
19838,2555,Niebieski Śledź,J14,Harpie,0%
19840,2894,Pomarańczowy Dorsz,N12,Harpie,0%
19840,2894,Pomarańczowy Dorsz,N12,Syreny,0%
19840,2894,Pomarańczowy Dorsz,N13,Rekiny,4%
19840,2894,Pomarańczowy Dorsz,M13,Piraci,7%
19840,2894,Pomarańczowy Dorsz,M13,Syreny,44%
19840,2894,Pomarańczowy Dorsz,L13,Góra lodowa,17%
19840,2894,Pomarańczowy Dorsz,K14,Mielizna,7%
19841,2779,Szary Morszczuk,Q9,Piraci,15%
19841,2779,Szary Morszczuk,Q9,Mielizna,55%
19841,2779,Szary Morszczuk,P6,Rekiny,0%
19841,2779,Szary Morszczuk,Q4,Rekiny,0%
19842,2791,Zielony Tuńczyk,K11,Harpie,5%
19844,2827,Brunatny Szprot,F16,Góra lodowa,5%
19844,2827,Brunatny Szprot,F15,Sztorm,10%
19844,2827,Brunatny Szprot,H15,Mielizna,5%
19844,2827,Brunatny Szprot,I15,Harpie,0%
19845,2514,Szary Tuńczyk,K13,Harpie,4%
19845,2514,Szary Tuńczyk,L12,Rekiny,4%
19845,2514,Szary Tuńczyk,M12,Syreny,0%
19845,2514,Szary Tuńczyk,L12,Harpie,7%
19845,2514,Szary Tuńczyk,L12,Syreny,0%
19845,2514,Szary Tuńczyk,K14,Mielizna,4%
19845,2514,Szary Tuńczyk,J14,Piraci,0%
19847,2903,Kolorowy Śledź,N2,Sztorm,30%
19848,2890,Turkusowy Łosoś,G5,Harpie,0%
19848,2890,Turkusowy Łosoś,G7,Rekiny,4%
19848,2890,Turkusowy Łosoś,F8,Piraci,0%
19848,2890,Turkusowy Łosoś,E9,Sztorm,17%
19848,2890,Turkusowy Łosoś,E8,Kraken,4%
19848,2890,Turkusowy Łosoś,E8,Rekiny,10%
19848,2890,Turkusowy Łosoś,F7,Kraken,10%
19848,2890,Turkusowy Łosoś,G5,Piraci,0%
19849,2904,Barwny Sandacz,F4,Sztorm,5%
19849,2904,Barwny Sandacz,E4,Piraci,0%
19849,2904,Barwny Sandacz,D5,Sztorm,20%
19849,2904,Barwny Sandacz,C5,Sztorm,15%
19849,2904,Barwny Sandacz,E4,Harpie,0%
19849,2904,Barwny Sandacz,F4,Piraci,20%
19851,2880,Biały Łosoś,P11,Piraci,0%
19851,2880,Biały Łosoś,P11,Harpie,7%
19851,2880,Biały Łosoś,O12,Harpie,0%
19851,2880,Biały Łosoś,M13,Syreny,0%
19851,2880,Biały Łosoś,M13,Rekiny,0%
19851,2880,Biały Łosoś,L13,Mielizna,7%
19851,2880,Biały Łosoś,L13,Rekiny,4%
19851,2880,Biały Łosoś,L13,Rekiny,0%
19851,2880,Biały Łosoś,L13,Sztorm,17%
19851,2880,Biały Łosoś,K13,Rekiny,7%
19851,2880,Biały Łosoś,J13,Sztorm,7%
19852,2836,Brązowy Leszcz,P8,Mielizna,5%
19852,2836,Brązowy Leszcz,P7,Harpie,20%
19852,2836,Brązowy Leszcz,P8,Rekiny,5%
19854,2805,Szary Sandacz,K15,Mielizna,5%
19854,2805,Szary Sandacz,L16,Piraci,30%
19854,2805,Szary Sandacz,L16,Mielizna,25%
19854,2805,Szary Sandacz,K16,Rekiny,0%
19855,2877,Tęczowy Leszcz,J11,Piraci,15%
19855,2877,Tęczowy Leszcz,I8,Piraci,20%
19856,2902,Srebrny Okoń,J13,Rekiny,4%
19856,2902,Srebrny Okoń,L12,Syreny,14%
19856,2902,Srebrny Okoń,K12,Harpie,0%
19857,2862,Fioletowy Łosoś,Q3,Sztorm,20%
19857,2862,Fioletowy Łosoś,Q4,Harpie,5%
19857,2862,Fioletowy Łosoś,R5,Kraken,0%
19858,2906,Złoty Węgorz,Q3,Sztorm,0%
19858,2906,Złoty Węgorz,Q4,Harpie,0%
19858,2906,Złoty Węgorz,Q5,Sztorm,5%
19858,2906,Złoty Węgorz,Q9,Sztorm,25%
19861,2762,Niebieski Sandacz,G5,Harpie,7%
19861,2762,Niebieski Sandacz,F6,Harpie,0%
19861,2762,Niebieski Sandacz,F6,Rekiny,7%
19861,2762,Niebieski Sandacz,E8,Rekiny,7%
19861,2762,Niebieski Sandacz,D10,Rekiny,7%
19861,2762,Niebieski Sandacz,E8,Kraken,14%
19861,2762,Niebieski Sandacz,F7,Rekiny,4%
19861,2762,Niebieski Sandacz,G5,Sztorm,0%
19863,2873,Biały Tuńczyk,L2,Harpie,5%
19864,2867,Pomarańczowy Węgorz,O13,Kraken,60%
19864,2867,Pomarańczowy Węgorz,L13,Syreny,0%
19865,2893,Pomarańczowy Leszcz,Q10,Harpie,0%
19865,2893,Pomarańczowy Leszcz,Q9,Mielizna,30%
19865,2893,Pomarańczowy Leszcz,Q9,Smok,14%
19865,2893,Pomarańczowy Leszcz,Q8,Piraci,10%
19865,2893,Pomarańczowy Leszcz,Q8,Mielizna,4%
19865,2893,Pomarańczowy Leszcz,Q6,Kraken,14%
19865,2893,Pomarańczowy Leszcz,Q6,Rekiny,4%
19865,2893,Pomarańczowy Leszcz,Q4,Sztorm,14%
19865,2893,Pomarańczowy Leszcz,Q3,Rekiny,7%
19866,2854,Tęczowy Jesiotr,P12,Harpie,10%
19866,2854,Tęczowy Jesiotr,K14,Harpie,0%
19867,2838,Czerwony Sandacz,Q15,Góra lodowa,7%
19867,2838,Czerwony Sandacz,Q17,Rekiny,4%
19867,2838,Czerwony Sandacz,Q12,Piraci,10%
19869,2746,Złoty Jesiotr,K14,Mielizna,10%
19869,2746,Złoty Jesiotr,L13,Harpie,4%
19869,2746,Złoty Jesiotr,M11,Harpie,4%
19869,2746,Złoty Jesiotr,M11,Kraken,54%
19869,2746,Złoty Jesiotr,M11,Sztorm,10%
19869,2746,Złoty Jesiotr,O11,Harpie,14%
19870,2883,Brązowy Tuńczyk,J11,Rekiny,10%
19871,2865,Tęczowy Szczupak,L4,Rekiny,7%
19871,2865,Tęczowy Szczupak,K4,Kraken,20%
19871,2865,Tęczowy Szczupak,J4,Harpie,7%
19871,2865,Tęczowy Szczupak,J4,Rekiny,4%
19871,2865,Tęczowy Szczupak,H4,Harpie,0%
19871,2865,Tęczowy Szczupak,H4,Rekiny,0%
19872,2624,Biały Dorsz,Q2,Harpie,0%
19872,2624,Biały Dorsz,Q2,Sztorm,0%
19872,2624,Biały Dorsz,S3,Kraken,0%
19872,2624,Biały Dorsz,R2,Rekiny,0%
19873,2852,Niebieski Tuńczyk,O2,Harpie,4%
19873,2852,Niebieski Tuńczyk,M3,Piraci,27%
19873,2852,Niebieski Tuńczyk,M3,Sztorm,14%
19873,2852,Niebieski Tuńczyk,K4,Rekiny,0%
19873,2852,Niebieski Tuńczyk,H4,Harpie,0%
19874,2905,Fioletowy Dorsz,G6,Harpie,0%
19874,2905,Fioletowy Dorsz,G6,Sztorm,17%
19874,2905,Fioletowy Dorsz,F8,Kraken,10%
19874,2905,Fioletowy Dorsz,G9,Piraci,17%
19874,2905,Fioletowy Dorsz,G9,Rekiny,7%
19874,2905,Fioletowy Dorsz,G10,Rekiny,0%
19874,2905,Fioletowy Dorsz,H12,Sztorm,4%
19875,2869,Złoty Morszczuk,H4,Harpie,0%
19875,2869,Złoty Morszczuk,I3,Piraci,30%
19875,2869,Złoty Morszczuk,J3,Rekiny,0%
19875,2869,Złoty Morszczuk,K2,Rekiny,0%
19875,2869,Złoty Morszczuk,J3,Sztorm,0%
19875,2869,Złoty Morszczuk,I4,Piraci,0%
19876,2891,Turkusowy Szczupak,Q13,Harpie,0%
19876,2891,Turkusowy Szczupak,Q13,Góra lodowa,10%
19876,2891,Turkusowy Szczupak,Q13,Sztorm,10%
19876,2891,Turkusowy Szczupak,R15,Góra lodowa,14%
19877,2775,Brunatny Szczupak,Q9,Harpie,0%
19878,2732,Barwny Karp,R12,Sztorm,0%
19878,2732,Barwny Karp,S12,Góra lodowa,20%
19878,2732,Barwny Karp,S12,Sztorm,10%
19878,2732,Barwny Karp,Q12,Góra lodowa,5%
19879,2788,Barwny Mintaj,Q13,Piraci,10%
19880,2872,Biały Szprot,J13,Rekiny,0%
19880,2872,Biały Szprot,J12,Harpie,0%
19880,2872,Biały Szprot,J12,Syreny,0%
19880,2872,Biały Szprot,J11,Piraci,27%
19880,2872,Biały Szprot,J11,Syreny,0%
19880,2872,Biały Szprot,I9,Piraci,20%
19880,2872,Biały Szprot,I7,Sztorm,10%
19880,2872,Biały Szprot,H5,Rekiny,0%
19882,2887,Barwny Szprot,O3,Mielizna,7%
19882,2887,Barwny Szprot,L4,Kraken,7%
19882,2887,Barwny Szprot,K4,Kraken,10%
19882,2887,Barwny Szprot,J4,Harpie,0%
19883,2862,Fioletowy Łosoś,K2,Harpie,0%
19884,2607,Niebieski Karp,E3,Piraci,7%
19884,2607,Niebieski Karp,D2,Mielizna,4%
19884,2607,Niebieski Karp,D2,Syreny,0%
19884,2607,Niebieski Karp,C2,Syreny,24%
19884,2607,Niebieski Karp,D2,Harpie,0%
19884,2607,Niebieski Karp,D2,Syreny,37%
19884,2607,Niebieski Karp,E3,Syreny,14%
19887,2861,Turkusowy Okoń,Q9,Mielizna,4%
19887,2861,Turkusowy Okoń,Q7,Rekiny,0%
19887,2861,Turkusowy Okoń,Q6,Harpie,0%
19887,2861,Turkusowy Okoń,R5,Kraken,4%
19887,2861,Turkusowy Okoń,Q4,Piraci,30%
19889,2849,Tęczowy Tuńczyk,Q4,Sztorm,15%
19890,2896,Brunatny Jesiotr,P5,Rekiny,10%
19891,2678,Biały Okoń,J3,Sztorm,10%
19891,2678,Biały Okoń,K2,Mielizna,5%
19891,2678,Biały Okoń,L2,Harpie,0%
19891,2678,Biały Okoń,M2,Sztorm,15%
19891,2678,Biały Okoń,N2,Sztorm,25%
19892,2897,Barwny Morszczuk,E4,Piraci,27%
19892,2897,Barwny Morszczuk,D4,Mielizna,24%
19892,2897,Barwny Morszczuk,E4,Harpie,0%
19892,2897,Barwny Morszczuk,F4,Sztorm,0%
19894,2697,Tęczowy Śledź,G5,Harpie,5%
19894,2697,Tęczowy Śledź,E5,Harpie,0%
19894,2697,Tęczowy Śledź,E5,Rekiny,10%
19895,2850,Szary Okoń,Q13,Piraci,0%
19895,2850,Szary Okoń,Q13,Harpie,7%
19895,2850,Szary Okoń,Q15,Harpie,7%
19895,2850,Szary Okoń,P16,Harpie,7%
19895,2850,Szary Okoń,Q15,Rekiny,10%
19895,2850,Szary Okoń,Q13,Harpie,0%
19895,2850,Szary Okoń,Q13,Sztorm,17%
19895,2850,Szary Okoń,Q12,Góra lodowa,17%
19897,2864,Czerwony Szprot,P12,Harpie,14%
19897,2864,Czerwony Szprot,M13,Harpie,7%
19897,2864,Czerwony Szprot,L13,Góra lodowa,17%
19898,2894,Pomarańczowy Dorsz,I10,Harpie,4%
19898,2894,Pomarańczowy Dorsz,I10,Mielizna,47%
19898,2894,Pomarańczowy Dorsz,H8,Harpie,0%
19899,2908,Barwny Leszcz,J14,Harpie,4%
19899,2908,Barwny Leszcz,L13,Piraci,27%
19899,2908,Barwny Leszcz,N11,Sztorm,0%
19899,2908,Barwny Leszcz,P11,Piraci,0%
19900,2555,Niebieski Śledź,I10,Ogień,24%
19900,2555,Niebieski Śledź,I9,Mielizna,7%
19900,2555,Niebieski Śledź,I9,Ogień,50%
19900,2555,Niebieski Śledź,H8,Rekiny,0%
19900,2555,Niebieski Śledź,H5,Piraci,0%
19900,2555,Niebieski Śledź,H5,Harpie,0%
19902,2909,Brązowy Mintaj,O2,Harpie,7%
19902,2909,Brązowy Mintaj,K4,Kraken,4%
19903,2833,Złoty Łosoś,K4,Rekiny,0%
19903,2833,Złoty Łosoś,I4,Harpie,10%
19904,2890,Turkusowy Łosoś,G5,Harpie,0%
19904,2890,Turkusowy Łosoś,G5,Rekiny,7%
19904,2890,Turkusowy Łosoś,H7,Kraken,14%
19904,2890,Turkusowy Łosoś,H11,Syreny,10%
19904,2890,Turkusowy Łosoś,I13,Piraci,50%
19906,2865,Tęczowy Szczupak,I3,Mielizna,74%
19907,2907,Purpurowy Halibut,H7,Harpie,0%
19907,2907,Purpurowy Halibut,H7,Kraken,0%
19907,2907,Purpurowy Halibut,H11,Rekiny,0%
19907,2907,Purpurowy Halibut,H12,Syreny,55%
19907,2907,Purpurowy Halibut,I13,Góra lodowa,10%
19909,2791,Zielony Tuńczyk,S11,Piraci,0%
19909,2791,Zielony Tuńczyk,S10,Harpie,5%
19911,2881,Niebieski Leszcz,P10,Harpie,0%
19911,2881,Niebieski Leszcz,Q9,Mielizna,27%
19911,2881,Niebieski Leszcz,R7,Rekiny,0%
19911,2881,Niebieski Leszcz,R5,Rekiny,0%
19912,2902,Srebrny Okoń,L13,Mielizna,4%
19913,2805,Szary Sandacz,I12,Harpie,5%
19913,2805,Szary Sandacz,I9,Harpie,0%
19913,2805,Szary Sandacz,I7,Sztorm,25%
19914,2827,Brunatny Szprot,H13,Rekiny,10%
19914,2827,Brunatny Szprot,G13,Syreny,50%
19914,2827,Brunatny Szprot,G15,Harpie,0%
19916,2873,Biały Tuńczyk,P8,Piraci,45%
19916,2873,Biały Tuńczyk,Q6,Kraken,15%
19916,2873,Biały Tuńczyk,Q4,Sztorm,10%
19918,2904,Barwny Sandacz,I3,Piraci,40%
19918,2904,Barwny Sandacz,L2,Mielizna,15%
19918,2904,Barwny Sandacz,M2,Harpie,5%
19919,2877,Tęczowy Leszcz,H5,Harpie,0%
19919,2877,Tęczowy Leszcz,H6,Sztorm,25%
19919,2877,Tęczowy Leszcz,H10,Sztorm,20%
19919,2877,Tęczowy Leszcz,I11,Piraci,0%
19919,2877,Tęczowy Leszcz,I13,Sztorm,20%
19921,2762,Niebieski Sandacz,H5,Piraci,20%
19921,2762,Niebieski Sandacz,I6,Sztorm,20%
19922,2915,Barwny Śledź,Q12,Rekiny,0%
19922,2915,Barwny Śledź,Q12,Sztorm,20%
19923,2746,Złoty Jesiotr,Q9,Mielizna,4%
19923,2746,Złoty Jesiotr,P8,Harpie,14%
19923,2746,Złoty Jesiotr,P7,Harpie,7%
19923,2746,Złoty Jesiotr,P4,Piraci,10%
19923,2746,Złoty Jesiotr,P4,Mielizna,4%
19924,2838,Czerwony Sandacz,Q9,Mielizna,20%
19924,2838,Czerwony Sandacz,Q9,Mielizna,4%
19925,2867,Pomarańczowy Węgorz,J14,Sztorm,5%
19926,2883,Brązowy Tuńczyk,L13,Harpie,5%
19926,2883,Brązowy Tuńczyk,L12,Piraci,0%
19926,2883,Brązowy Tuńczyk,M12,Piraci,0%
19928,2854,Tęczowy Jesiotr,L11,Piraci,20%
19928,2854,Tęczowy Jesiotr,M11,Harpie,20%
19928,2854,Tęczowy Jesiotr,N11,Harpie,0%
19929,2912,Biały Jesiotr,P7,Harpie,0%
19929,2912,Biały Jesiotr,P8,Piraci,0%
19929,2912,Biały Jesiotr,P9,Mielizna,10%
19930,2898,Purpurowy Morszczuk,Q8,Mielizna,20%
19930,2898,Purpurowy Morszczuk,Q9,Piraci,0%
19930,2898,Purpurowy Morszczuk,Q9,Mielizna,10%
19931,2624,Biały Dorsz,O2,Rekiny,0%
19931,2624,Biały Dorsz,O3,Harpie,0%
19931,2624,Biały Dorsz,M3,Rekiny,0%
19931,2624,Biały Dorsz,M3,Sztorm,20%
19931,2624,Biały Dorsz,L3,Rekiny,0%
19931,2624,Biały Dorsz,K4,Piraci,0%
19931,2624,Biały Dorsz,I4,Piraci,7%
19932,2893,Pomarańczowy Leszcz,Q4,Harpie,7%
19932,2893,Pomarańczowy Leszcz,R5,Kraken,10%
19932,2893,Pomarańczowy Leszcz,R5,Rekiny,10%
19932,2893,Pomarańczowy Leszcz,Q6,Piraci,20%
19932,2893,Pomarańczowy Leszcz,R7,Harpie,0%
19932,2893,Pomarańczowy Leszcz,R6,Rekiny,4%
19932,2893,Pomarańczowy Leszcz,R5,Rekiny,7%
19933,2852,Niebieski Tuńczyk,H5,Piraci,30%
19933,2852,Niebieski Tuńczyk,I6,Kraken,14%
19933,2852,Niebieski Tuńczyk,I6,Rekiny,4%
19933,2852,Niebieski Tuńczyk,I7,Harpie,7%
19933,2852,Niebieski Tuńczyk,H6,Harpie,0%
19933,2852,Niebieski Tuńczyk,H5,Rekiny,0%
19934,2869,Złoty Morszczuk,H5,Harpie,0%
19934,2869,Złoty Morszczuk,H5,Sztorm,0%
19934,2869,Złoty Morszczuk,H6,Rekiny,4%
19934,2869,Złoty Morszczuk,I6,Rekiny,4%
19934,2869,Złoty Morszczuk,I6,Sztorm,4%
19934,2869,Złoty Morszczuk,J6,Kraken,7%
19934,2869,Złoty Morszczuk,J6,Rekiny,0%
19934,2869,Złoty Morszczuk,J6,Piraci,0%
19934,2869,Złoty Morszczuk,J6,Sztorm,7%
19934,2869,Złoty Morszczuk,I6,Piraci,0%
19934,2869,Złoty Morszczuk,I6,Rekiny,0%
19934,2869,Złoty Morszczuk,H5,Piraci,0%
19935,2789,Czarny Łosoś,G5,Harpie,15%
19935,2789,Czarny Łosoś,G7,Rekiny,0%
19936,2657,Srebrny Jesiotr,I3,Harpie,5%
19936,2657,Srebrny Jesiotr,I2,Mielizna,15%
19936,2657,Srebrny Jesiotr,I2,Rekiny,5%
19936,2657,Srebrny Jesiotr,J2,Piraci,50%
19937,2916,Fioletowy Mintaj,H7,Kraken,40%
19937,2916,Fioletowy Mintaj,I9,Rekiny,7%
19937,2916,Fioletowy Mintaj,H11,Sztorm,10%
19938,2732,Barwny Karp,P11,Sztorm,25%
19938,2732,Barwny Karp,N12,Sztorm,10%
19938,2732,Barwny Karp,N13,Harpie,5%
19938,2732,Barwny Karp,N13,Smok,45%
19939,2775,Brunatny Szczupak,M13,Piraci,10%
19939,2775,Brunatny Szczupak,M13,Sztorm,0%
19940,2514,Szary Tuńczyk,L11,Harpie,0%
19940,2514,Szary Tuńczyk,L11,Kraken,34%
19940,2514,Szary Tuńczyk,K13,Sztorm,10%
19941,2905,Fioletowy Dorsz,L13,Mielizna,14%
19941,2905,Fioletowy Dorsz,M11,Piraci,0%
19941,2905,Fioletowy Dorsz,M11,Kraken,34%
19941,2905,Fioletowy Dorsz,M10,Piraci,0%
19941,2905,Fioletowy Dorsz,N9,Rekiny,0%
19941,2905,Fioletowy Dorsz,N8,Harpie,0%
19941,2905,Fioletowy Dorsz,P4,Piraci,0%
19942,2914,Biały Łosoś,K13,Rekiny,0%
19942,2914,Biały Łosoś,L13,Rekiny,7%
19942,2914,Biały Łosoś,L12,Harpie,0%
19942,2914,Biały Łosoś,M11,Kraken,20%
19942,2914,Biały Łosoś,M11,Rekiny,4%
19942,2914,Biały Łosoś,M10,Rekiny,4%
19942,2914,Biały Łosoś,O6,Piraci,0%
19942,2914,Biały Łosoś,P4,Piraci,27%
19942,2914,Biały Łosoś,P4,Mielizna,17%
19945,2861,Turkusowy Okoń,O2,Harpie,7%
19945,2861,Turkusowy Okoń,M3,Harpie,0%
19945,2861,Turkusowy Okoń,J4,Kraken,4%
19946,2899,Tęczowy Sandacz,O3,Mielizna,25%
19946,2899,Tęczowy Sandacz,L4,Kraken,20%
19946,2899,Tęczowy Sandacz,K4,Kraken,50%
19949,2872,Biały Szprot,G6,Harpie,0%
19949,2872,Biały Szprot,H8,Rekiny,0%
19950,2607,Niebieski Karp,F3,Piraci,0%
19950,2607,Niebieski Karp,E3,Mielizna,10%
19951,2871,Złoty Karp,F5,Sztorm,17%
19952,2788,Barwny Mintaj,O13,Rekiny,4%
19952,2788,Barwny Mintaj,L13,Harpie,0%
19955,2896,Brunatny Jesiotr,L3,Harpie,10%
19955,2896,Brunatny Jesiotr,K3,Sztorm,0%
19955,2896,Brunatny Jesiotr,L3,Sztorm,25%
19956,2897,Barwny Morszczuk,I4,Harpie,0%
19956,2897,Barwny Morszczuk,K3,Smok,14%
19956,2897,Barwny Morszczuk,L2,Mielizna,24%
19956,2897,Barwny Morszczuk,L2,Rekiny,0%
19957,2851,Pomarańczowy Morszczuk,E4,Harpie,10%
19958,2894,Pomarańczowy Dorsz,E5,Sztorm,0%
19958,2894,Pomarańczowy Dorsz,D5,Sztorm,7%
19958,2894,Pomarańczowy Dorsz,C5,Harpie,14%
19958,2894,Pomarańczowy Dorsz,B5,Harpie,14%
19958,2894,Pomarańczowy Dorsz,E4,Sztorm,0%
19959,2918,Czarny Sandacz,I4,Harpie,0%
19959,2918,Czarny Sandacz,O2,Sztorm,0%
19960,2850,Szary Okoń,P10,Rekiny,0%
19960,2850,Szary Okoń,O10,Piraci,0%
19960,2850,Szary Okoń,N9,Harpie,4%
19960,2850,Szary Okoń,N10,Rekiny,4%
19960,2850,Szary Okoń,O10,Rekiny,7%
19963,2908,Barwny Leszcz,Q9,Mielizna,4%
19963,2908,Barwny Leszcz,Q9,Sztorm,0%
19963,2908,Barwny Leszcz,Q8,Mielizna,17%
19963,2908,Barwny Leszcz,Q7,Harpie,0%
19963,2908,Barwny Leszcz,Q6,Rekiny,0%
19963,2908,Barwny Leszcz,R5,Piraci,0%
19963,2908,Barwny Leszcz,Q4,Piraci,7%
19963,2908,Barwny Leszcz,Q3,Sztorm,7%
19964,2919,Barwny Pstrąg,K9,Mielizna,5%
19964,2919,Barwny Pstrąg,L7,Harpie,0%
19964,2919,Barwny Pstrąg,L6,Sztorm,10%
19964,2919,Barwny Pstrąg,N2,Sztorm,20%
19965,2864,Czerwony Szprot,K15,Sztorm,4%
19965,2864,Czerwony Szprot,M16,Góra lodowa,10%
19965,2864,Czerwony Szprot,J16,Sztorm,20%
19967,2849,Tęczowy Tuńczyk,M2,Harpie,0%
19967,2849,Tęczowy Tuńczyk,J4,Kraken,30%
19968,2920,Niebieski Halibut,O2,Piraci,15%
19969,2678,Biały Okoń,Q3,Harpie,0%
19969,2678,Biały Okoń,Q6,Kraken,60%
19969,2678,Biały Okoń,Q4,Smok,0%
19970,2555,Niebieski Śledź,H4,Harpie,4%
19970,2555,Niebieski Śledź,J3,Harpie,0%
19970,2555,Niebieski Śledź,J3,Rekiny,4%
19970,2555,Niebieski Śledź,K2,Piraci,30%
19970,2555,Niebieski Śledź,O2,Smok,27%
19971,2865,Tęczowy Szczupak,I6,Kraken,40%
19971,2865,Tęczowy Szczupak,J8,Mielizna,10%
19971,2865,Tęczowy Szczupak,K8,Harpie,14%
19972,2909,Brązowy Mintaj,H4,Harpie,7%
19972,2909,Brązowy Mintaj,H4,Rekiny,0%
19972,2909,Brązowy Mintaj,J3,Rekiny,7%
19972,2909,Brązowy Mintaj,L2,Sztorm,0%
19972,2909,Brązowy Mintaj,M2,Harpie,10%
19973,2805,Szary Sandacz,K2,Harpie,0%
19976,2916,Fioletowy Mintaj,I16,Mielizna,27%
19978,2827,Brunatny Szprot,J13,Sztorm,0%
19978,2827,Brunatny Szprot,L13,Harpie,0%
19978,2827,Brunatny Szprot,L13,Sztorm,20%
19979,2779,Szary Morszczuk,Q4,Harpie,20%
19979,2779,Szary Morszczuk,R4,Kraken,45%
19979,2779,Szary Morszczuk,Q3,Sztorm,10%
19980,2904,Barwny Sandacz,L4,Kraken,15%
19981,2873,Biały Tuńczyk,P5,Mielizna,5%
19982,2881,Niebieski Leszcz,N2,Harpie,0%
19982,2881,Niebieski Leszcz,N3,Rekiny,4%
19982,2881,Niebieski Leszcz,M4,Piraci,34%
19982,2881,Niebieski Leszcz,M5,Rekiny,0%
19982,2881,Niebieski Leszcz,L6,Mielizna,7%
19982,2881,Niebieski Leszcz,J12,Rekiny,4%
19983,2921,Brązowy Karp,J2,Piraci,37%
19983,2921,Brązowy Karp,J2,Rekiny,4%
19984,2762,Niebieski Sandacz,I4,Smok,30%
19984,2762,Niebieski Sandacz,J2,Harpie,0%
19984,2762,Niebieski Sandacz,K2,Piraci,0%
19984,2762,Niebieski Sandacz,K2,Mielizna,7%
19984,2762,Niebieski Sandacz,L2,Mielizna,10%
19984,2762,Niebieski Sandacz,O2,Piraci,27%
19985,2887,Barwny Szprot,H5,Rekiny,7%
19985,2887,Barwny Szprot,H6,Rekiny,0%
19985,2887,Barwny Szprot,I7,Piraci,0%
19985,2887,Barwny Szprot,I7,Syreny,24%
19985,2887,Barwny Szprot,H8,Syreny,0%
19985,2887,Barwny Szprot,I9,Piraci,10%
19985,2887,Barwny Szprot,I9,Mielizna,7%
19985,2887,Barwny Szprot,H10,Rekiny,4%
19985,2887,Barwny Szprot,H10,Sztorm,0%
19985,2887,Barwny Szprot,I11,Ogień,0%
19985,2887,Barwny Szprot,I12,Piraci,14%
19988,2854,Tęczowy Jesiotr,R12,Rekiny,10%
19989,2915,Barwny Śledź,N12,Rekiny,5%
19989,2915,Barwny Śledź,K14,Sztorm,30%
19989,2915,Barwny Śledź,J14,Rekiny,15%
19990,2922,Szary Karp,P13,Sztorm,0%
19990,2922,Szary Karp,O14,Rekiny,10%
19991,2791,Zielony Tuńczyk,M10,Harpie,10%
19991,2791,Zielony Tuńczyk,L10,Kraken,30%
19991,2791,Zielony Tuńczyk,M11,Piraci,0%
19991,2791,Zielony Tuńczyk,M11,Rekiny,0%
19991,2791,Zielony Tuńczyk,M11,Sztorm,15%
19992,2877,Tęczowy Leszcz,J13,Rekiny,10%
19992,2877,Tęczowy Leszcz,J13,Sztorm,15%
19992,2877,Tęczowy Leszcz,J11,Harpie,5%
19992,2877,Tęczowy Leszcz,I9,Mielizna,5%
19993,2890,Turkusowy Łosoś,J14,Piraci,0%
19993,2890,Turkusowy Łosoś,K13,Harpie,0%
19993,2890,Turkusowy Łosoś,N11,Rekiny,0%
19993,2890,Turkusowy Łosoś,O11,Sztorm,4%
